stop_id_a,stop_id_b,distance
8592029,8595936,320.27216
8592029,8595933,471.31854
8592064,8591983,359.61868
8592064,8591990,334.16055
8592064,8592075,183.09789
8592064,8592046,189.78769
8592064,8592110,270.1545
8592064,8592005,378.01685
8592064,8592097,147.72404
8592066,8592019,492.1978
8592066,8592081,273.2983
8592066,8591977,288.48523
8592066,8592063,495.65356
8592066,8592018,369.2417
8592066,8592137,234.55583
8592066,8591997,245.10103
8592066,8592054,173.51006
8592073,8587547,245.7078
8592073,8587548,244.11975
8592075,8591983,179.3389
8592075,8591990,465.373
8592075,8592064,183.09789
8592075,8592046,285.4079
8592075,8592110,166.15913
8592075,8592005,388.73895
8592075,8592097,323.91727
8592075,8592121,409.60587
8592075,8592044,344.20547
8592094,8592056,280.5102
8592094,8591987,312.5153
8592094,8592107,400.96844
8592094,8591992,460.905
8592094,8591993,244.16428
8592094,8591998,272.51364
8592094,8592087,181.30197
8592094,8592057,226.161
8592191,8588432,460.03485
8592191,8592023,298.66397
8592191,8588434,350.47092
8592191,8592185,186.89876
8592191,8592183,257.9131
8592197,8592193,313.44208
8592197,8592186,403.6697
8592197,8592029,307.52432
8592197,8595936,199.31293
8592197,8592170,313.22397
8592210,8595521,467.3232
8592210,8592223,434.0715
8592210,8592219,246.53601
8592210,8592218,438.92328
8592210,8595534,401.45477
8501117:0:4,8501117:0:3,6.1409984
8501117:0:4,Parent8501117,106.189545
8501117:0:4,8595216,64.907234
8501117:0:4,8595217,337.34085
8501117:0:4,Parent8595216,64.907234
8501117:0:4,8581914,76.20572
8501117:0:4,8581918,352.00665
8501117:0:4,Parent8595214,210.23172
8501117:0:4,8595214,210.23172
8501117:0:4,8595214:0:1,210.23172
8501117:0:4,8501117:0:1,48.249645
8579231,8510525,66.32744
8579231,8510526,318.9509
8579231,8591959,485.7481
8579231,8594988,123.362366
8579231,8588156,371.18536
8588436,8593806,223.54836
8588436,8595625,243.1445
8588436,8595190,212.99713
8588436,8593798,388.92447
8588436,8579257,323.91876
8588449,8588450,115.47312
8588449,8579256,427.9437
8588449,8588448,213.9132
8591955,8591953,376.88962
8591955,8591948,205.02205
8591955,8591960,447.31882
8591955,8591957,296.7632
8592020,8501120:0:8,339.15115
8592020,8501120:0:5,339.15115
8592020,8579254,434.53586
8592020,8592062,403.73038
8592020,8501120:0:3,339.15115
8592020,8592051,467.98065
8592020,Parent8501120,339.15115
8592020,8592050:0:F,206.30312
8592020,8592050:0:H,353.54755
8592020,8591979,283.69067
8592020,8592026,466.0351
8592020,8501120:0:70,339.15115
8592020,8501120:0:6,339.15115
8592020,8592050:0:C,353.54755
8592020,8592050,353.54755
8592020,8592050:0:D,353.54755
8592020,8592072,208.87726
8592020,8592052,327.41473
8592020,8501120:0:7,339.15115
8592020,8501120:0:1,339.15115
8592020,8501120,339.15115
8592020,8592079,146.61388
8592020,Parent8592050,353.54755
8592020,8501120:0:4,339.15115
8592026,8591986,444.10284
8592026,8592020,466.0351
8592026,8592027,439.66913
8592026,8592028,118.575226
8592026,8592024,296.24435
8592026,8592052,326.42532
8592026,8592061,285.91672
8592026,8592039,250.17387
8592026,8592079,321.10727
8592046,8592134,490.93484
8592046,8591983,452.91354
8592046,8591990,486.3078
8592046,8592064,189.78769
8592046,8592075,285.4079
8592046,8592110,249.14871
8592046,8592005,210.78836
8592046,8592097,266.72247
8592083,8592045,122.56588
8592083,8592009,211.63174
8592083,8592129,250.11455
8592083,8591981,185.78423
8592083,8592012,297.229
8592083,8510574,194.60165
8592083,8591999,320.50696
8592083,8592043,349.09293
8592083,8592123,330.60675
8592083,8592038,407.17007
8592177,8588434,341.7313
8592177,8588450,439.03296
8592177,8579256,136.6087
8592177,8592171,264.59265
8592206,8592178,326.1353
8592206,8592208,204.88486
8592206,8592205,493.22836
8592206,8592212,215.35352
8592206,8592207,407.04794
8592206,8592222,323.45932
Parent8504000,8588446,492.45627
Parent8504000,8588445,488.9993
Parent8504000,8504000:0:2,75.93089
Parent8504000,8588445:0:B,487.1301
Parent8504000,Parent8588445,488.9993
Parent8504000,8592190,293.40906
Parent8504000,8501121:0:2,399.00684
Parent8504000,8588445:0:D,495.41827
Parent8504000,8592196,116.420845
Parent8504000,8588447,418.91278
Parent8504000,Parent8501121,432.48535
Parent8504000,8592183,368.62726
Parent8504000,8504000:0:1,77.98116
Parent8504000,8501121:0:1,401.12524
Parent8504000,8504000,0.0
Parent8504000,8592188,258.23514
8501118:0:4,8588838,187.8971
8501118:0:4,8501118:0:5,5.4824514
8501118:0:4,8592209,494.37927
8501118:0:4,8501118:0:3,7.944703
8501118:0:4,8530749,261.3408
8501118:0:4,8588983,134.91628
8501118:0:4,8593866,342.84918
8501118:0:4,8588839,345.9223
8501118:0:4,8592202,289.07864
8501118:0:4,Parent8501118,180.2794
8501118:0:4,8592213,433.607
8501118:0:4,8501118:0:1,19.867752
8501118:0:4,8501118:0:2,11.547222
8501118:0:4,8593869,344.63065
8501120:0:70,8501120:0:8,0.0
8501120:0:70,8501181:0:1,455.43802
8501120:0:70,Parent8501181,455.43802
8501120:0:70,8501120:0:5,0.0
8501120:0:70,8579254,441.93588
8501120:0:70,8592040,282.97427
8501120:0:70,8501120:0:3,0.0
8501120:0:70,Parent8501120,0.0
8501120:0:70,8592050:0:F,236.71092
8501120:0:70,8592050:0:H,99.84084
8501120:0:70,8579253,336.9602
8501120:0:70,8591818,406.3532
8501120:0:70,8592020,339.15115
8501120:0:70,8592027,361.37332
8501120:0:70,8501120:0:6,0.0
8501120:0:70,8592050:0:C,99.84084
8501120:0:70,8592050,99.84084
8501120:0:70,8592050:0:D,99.84084
8501120:0:70,8592072,437.97305
8501120:0:70,8501181:0:2,455.43802
8501120:0:70,8592052,208.01761
8501120:0:70,8501120:0:7,0.0
8501120:0:70,8501120:0:1,0.0
8501120:0:70,8501120,0.0
8501120:0:70,8501181,455.43802
8501120:0:70,8592079,329.20386
8501120:0:70,Parent8592050,99.84084
8501120:0:70,8501120:0:4,0.0
8501163,8592175,84.84562
8501163,8592030,377.72308
8501163,8592192,485.95596
8501163,8592176,186.4238
8501163,8592187,300.69046
8501163,8501163:0:1,0.0
8501165:0:2,8501164:0:1,489.32828
8501165:0:2,8501165,0.0
8501165:0:2,8501164,489.32828
8570167,8570168,282.60825
8570167,8570169,495.6879
8588445:0:B,8588446,289.3533
8588445:0:B,8588445,31.059755
8588445:0:B,8588443,177.62608
8588445:0:B,Parent8504000,487.1301
8588445:0:B,Parent8588445,31.059755
8588445:0:B,8501121:0:2,88.66824
8588445:0:B,8588445:0:D,13.631019
8588445:0:B,8592182,401.122
8588445:0:B,Parent8501121,105.41864
8588445:0:B,8588442,359.4821
8588445:0:B,8501121:0:1,86.69388
8588445:0:B,8504000,487.1301
8588445:0:B,8588440,406.61255
8588445:0:B,8592188,236.5353
8591944,8579234,261.9669
8591944,8501213,268.97287
8591944,8591945,251.78403
8591944,8596053,423.90933
8591944,8579233,428.49164
8591944,8592227,423.85663
8591944,8501214,485.83777
8592027,8501120:0:8,361.37332
8592027,8501120:0:5,361.37332
8592027,8592040,131.48639
8592027,8501120:0:3,361.37332
8592027,Parent8501120,361.37332
8592027,8592050:0:H,453.6327
8592027,8591985,302.55533
8592027,8592026,439.66913
8592027,8501120:0:70,361.37332
8592027,8501120:0:6,361.37332
8592027,8592028,363.92664
8592027,8592050:0:C,453.6327
8592027,8592050,453.6327
8592027,8592005,481.20782
8592027,8592024,244.70128
8592027,8592050:0:D,453.6327
8592027,8592052,265.47012
8592027,8501120:0:7,361.37332
8592027,8501120:0:1,361.37332
8592027,8501120,361.37332
8592027,8592079,488.99612
8592027,Parent8592050,453.6327
8592027,8501120:0:4,361.37332
8592030,8592175,447.69797
8592030,8501163,377.72308
8592030,8592107,369.93546
8592030,8592176,209.8934
8592030,8592187,169.76468
8592030,8501163:0:1,377.72308
8592030,8592087,484.62854
8592030,8592000,381.50345
8592032,8592119,341.83328
8592032,8591980,376.03088
8592032,8592078,217.71643
8592032,8592104,401.1837
8592032,8592124,446.18607
8592032,8591992,175.14761
8592032,8591998,402.45297
8592032,8592057,432.97595
8592082,8592067,326.5159
8592082,8592085,382.66898
8592082,8592132,254.30959
8592082,8592003,430.52908
8592082,8592111,151.01266
8592082,8592047,260.40985
8592082,8592053,383.40945
8592082,8592059,399.53708
8592098,8501160:0:2,142.78746
8592098,8592001,378.5991
8592098,8501181:0:1,290.8989
8592098,8592135,486.72565
8592098,Parent8501181,290.8989
8592098,8592134,389.11166
8592098,Parent8501160,142.78746
8592098,8579253,327.80264
8592098,8590442,391.0949
8592098,8592120,386.74997
8592098,8591818,329.8061
8592098,8591988,151.53474
8592098,8592133,253.84256
8592098,8592004,358.72964
8592098,8592125,416.1899
8592098,8501181:0:2,290.8989
8592098,8592010,236.5106
8592098,8501181,290.8989
8592098,8592096,239.84285
8592098,8592122,437.1054
8592098,8501160,142.78746
8592098,8592011,182.91519
8592098,8501160:0:1,142.78746
8592104,8592119,341.22464
8592104,8592035,294.0355
8592104,8592060,428.89526
8592104,8591980,251.06805
8592104,8592076,439.732
8592104,8592109,469.92377
8592104,8592032,401.1837
8592104,8591992,290.201
8592104,8591984,195.90799
8592104,8591998,476.91833
8592116,8592085,408.79968
8592116,8592088,301.02612
8592116,8592132,316.34012
8592116,8592003,291.27304
8592116,8592076,416.94653
8592116,8591987,425.8099
8592116,8592111,449.08664
8592116,8592033,499.7447
8592124,8501162,359.65018
8592124,Parent8501162,359.65018
8592124,8592078,300.42825
8592124,8592032,446.18607
8592124,8501162:0:1,359.65018
8592124,8501162:0:2,359.65018
8592124,8591993,383.78815
8592124,8592181,271.67538
8592136,8592126,255.70467
8592136,8591978,255.98457
8592136,8592042,205.61052
8592136,8579255,259.8736
8592138,8504176,255.64398
8592138,8591982,266.11078
8592138,8592135,439.57565
8592138,8592034,284.80618
8592138,8510575,492.11368
8592138,8592071,72.14345
8592138,8592091,112.671165
8592138,8592125,413.1651
8592138,8592033,498.37643
8592138,8592053,302.2668
8592138,8592059,318.92447
8592192,8592175,401.30975
8592192,8592178,350.31946
8592192,8592173,333.84192
8592192,8501163,485.95596
8592192,8501163:0:1,485.95596
8592192,8592207,367.81613
8592202,8588838,326.04086
8592202,8501118:0:5,283.5971
8592202,8501118:0:3,296.96655
8592202,8530749,421.09384
8592202,8588983,368.0453
8592202,8592205,427.80325
8592202,8588839,301.34567
8592202,8501118:0:4,289.07864
8592202,Parent8501118,374.1036
8592202,8510421,388.5891
8592202,8592213,365.1088
8592202,8501118:0:1,308.88535
8592202,8501118:0:2,300.56644
8592202,8592201,260.37402
8592202,8592214,351.43335
8592202,8592220,306.65945
8592211,8592223,495.63965
8592211,8592217,253.94687
8592211,8592180,413.10364
8592211,8592207,334.30737
8592211,8592179,314.07117
Parent8588445,8588446,259.95358
Parent8588445,8588445,0.0
Parent8588445,8588443,208.61838
Parent8588445,Parent8504000,488.9993
Parent8588445,8588445:0:B,31.059755
Parent8588445,8501121:0:2,91.81998
Parent8588445,8588445:0:D,42.58777
Parent8588445,8592182,432.1041
Parent8588445,Parent8501121,83.306465
Parent8588445,8588442,388.05087
Parent8588445,8588439,492.0052
Parent8588445,8501121:0:1,96.162285
Parent8588445,8504000,488.9993
Parent8588445,8588440,414.2436
Parent8588445,8592188,244.97061
8501120:0:6,8501120:0:8,0.0
8501120:0:6,8501181:0:1,455.43802
8501120:0:6,Parent8501181,455.43802
8501120:0:6,8501120:0:5,0.0
8501120:0:6,8579254,441.93588
8501120:0:6,8592040,282.97427
8501120:0:6,8501120:0:3,0.0
8501120:0:6,Parent8501120,0.0
8501120:0:6,8592050:0:F,236.71092
8501120:0:6,8592050:0:H,99.84084
8501120:0:6,8579253,336.9602
8501120:0:6,8591818,406.3532
8501120:0:6,8592020,339.15115
8501120:0:6,8501120:0:70,0.0
8501120:0:6,8592027,361.37332
8501120:0:6,8592050:0:C,99.84084
8501120:0:6,8592050,99.84084
8501120:0:6,8592050:0:D,99.84084
8501120:0:6,8592072,437.97305
8501120:0:6,8501181:0:2,455.43802
8501120:0:6,8592052,208.01761
8501120:0:6,8501120:0:7,0.0
8501120:0:6,8501120:0:1,0.0
8501120:0:6,8501120,0.0
8501120:0:6,8501181,455.43802
8501120:0:6,8592079,329.20386
8501120:0:6,Parent8592050,99.84084
8501120:0:6,8501120:0:4,0.0
8570420:0:A,8557026,347.65323
8570420:0:A,Parent8570420,0.0
8570420:0:A,8570420:0:D,0.0
8570420:0:A,8570420:0:B,0.0
8570420:0:A,8570420:0:C,0.0
8570420:0:A,8581429,265.48236
8579259,8592152,428.56964
8579259,8592147,368.40497
8588843,8588842,397.637
8588843,8595986,468.81085
8588843,8595148,365.96066
8588843,8588845,341.73425
8591960,8591961,322.50293
8591960,8591946,481.22794
8591960,8501217,450.37405
8591960,8591948,407.5298
8591960,8591955,447.31882
8591960,8591957,226.85469
8591960,8501216,420.8377
8591960,8588873,201.64542
8591987,8592088,262.57642
8591987,8592056,243.63812
8591987,8592094,312.5153
8591987,8592116,425.8099
8591987,8591992,493.03647
8591987,8591998,224.25876
8591987,8591996,433.43527
8591987,8592087,425.46045
8591987,8592057,194.94666
8592012,8592045,283.40063
8592012,8592009,485.4564
8592012,8592129,402.14456
8592012,8591981,325.7309
8592012,8592083,297.229
8592012,8592190,386.09982
8592012,8510574,107.13996
8592012,8591999,97.422035
8592012,8592043,268.35596
8592012,8592123,377.233
8592028,8591986,415.0902
8592028,8592040,472.17062
8592028,8591985,387.6136
8592028,8592026,118.575226
8592028,8592027,363.92664
8592028,8592024,182.06227
8592028,8592052,329.42288
8592028,8592061,236.92972
8592028,8592039,355.89603
8592028,8592079,397.39185
8592050:0:C,8501120:0:8,99.84084
8592050:0:C,8501181:0:1,359.1886
8592050:0:C,Parent8501181,359.1886
8592050:0:C,8501120:0:5,99.84084
8592050:0:C,8579254,352.99582
8592050:0:C,8592040,361.19833
8592050:0:C,8501120:0:3,99.84084
8592050:0:C,Parent8501120,99.84084
8592050:0:C,8592050:0:F,194.06259
8592050:0:C,8592050:0:H,0.0
8592050:0:C,8579253,244.25124
8592050:0:C,8591818,308.7819
8592050:0:C,8592020,353.54755
8592050:0:C,8501120:0:70,99.84084
8592050:0:C,8592027,453.6327
8592050:0:C,8501120:0:6,99.84084
8592050:0:C,8592050,0.0
8592050:0:C,8592050:0:D,0.0
8592050:0:C,8592072,401.55115
8592050:0:C,8501181:0:2,359.1886
8592050:0:C,8592052,303.24695
8592050:0:C,8501120:0:7,99.84084
8592050:0:C,8501120:0:1,99.84084
8592050:0:C,8501120,99.84084
8592050:0:C,8501181,359.1886
8592050:0:C,8592079,382.65692
8592050:0:C,Parent8592050,0.0
8592050:0:C,8501120:0:4,99.84084
8592071,8504176,242.13069
8592071,8592085,490.44507
8592071,8591982,285.29968
8592071,8592135,368.00412
8592071,8592034,235.43307
8592071,8590442,494.24496
8592071,8592138,72.14345
8592071,8592091,178.6359
8592071,8592125,354.521
8592071,8592033,455.8758
8592071,8592053,299.095
8592071,8592059,381.68762
8592091,8504176,257.80637
8592091,8591982,214.85255
8592091,8592034,396.0479
8592091,8510575,425.12643
8592091,8592138,112.671165
8592091,8592071,178.6359
8592091,8592125,474.94116
8592091,8592017,476.89386
8592091,8592053,384.33533
8592091,8592059,286.11133
8592133,8501160:0:2,249.72884
8592133,8592001,274.99377
8592133,8501181:0:1,498.9176
8592133,Parent8501181,498.9176
8592133,8592134,220.22719
8592133,Parent8501160,249.72884
8592133,8592041,321.12445
8592133,8579253,480.2649
8592133,8592120,480.41653
8592133,8591988,403.62338
8592133,8592098,253.84256
8592133,8592004,114.36248
8592133,8501181:0:2,498.9176
8592133,8592010,239.13608
8592133,8501181,498.9176
8592133,8592096,192.49423
8592133,8592122,183.38713
8592133,8501160,249.72884
8592133,8592011,361.21863
8592133,8501160:0:1,249.72884
8592147,8592152,327.3386
8592147,8579259,368.40497
8592147,8592159,164.6719
8592147,8592157,458.5428
8592190,8588443,457.66687
8592190,8504000:0:2,225.01889
8592190,Parent8504000,293.40906
8592190,8592012,386.09982
8592190,8510574,479.88434
8592190,8591999,316.64566
8592190,8501121:0:2,458.06607
8592190,8592196,212.93019
8592190,8592182,467.82294
8592190,8592183,457.61322
8592190,8504000:0:1,219.7369
8592190,8501121:0:1,447.7189
8592190,8504000,293.40906
8592190,8592188,319.15027
8592195,8592189,348.9435
8592195,8588446,355.2946
8592195,8595192,408.2086
8592195,8592199,225.34714
8592195,8595191,440.5734
8592195,8593850,308.7788
8592195,8588439,463.33765
8592228,8504173,493.6106
8593867,8594986,233.53178
8593867,8501217,495.7987
8593867,8501216,454.38538
8593867,8507227,181.50534
8593867,8593868,446.11835
8501169:0:1,8501169:0:2,0.0
8501169:0:1,8570064,326.07803
8501169:0:1,Parent8501169,0.0
8501169:0:1,8570063,67.72326
8501169:0:1,8501169,0.0
8510543,8592049,188.83812
8510543,8518452:0:3,290.8286
8510543,8518452:0:1,299.11282
8510543,Parent8518452,202.96436
8510543,8518452:0:4,287.2101
8510543,8592217,282.35544
8510543,8501209,477.27225
8510543,8592103,425.11932
8510543,8592180,412.205
8510543,8592179,190.02795
8510543,8592215,496.64264
8510543,8518452:0:2,295.15894
8510574,8592045,209.04689
8510574,8592009,378.34778
8510574,8592129,346.1886
8510574,8591981,228.86197
8510574,8592083,194.60165
8510574,8592012,107.13996
8510574,8592190,479.88434
8510574,8591999,165.85406
8510574,8592043,238.86475
8510574,8592123,308.98502
8579238,8579238:0:D,0.0
8579238,8592115,440.40628
8579238,8592118,301.92072
8579238,8592099,461.0011
8579238,8592008,332.7192
8579238,8592131,218.76044
8581920,8581922,490.6695
8581920,8506903,242.40308
8581920,8581917,406.69867
8581920,8506905,448.32034
8581920,8581921,355.9538
8591931,8591930,206.97816
8591931,8581924,361.60303
8591936,8595986,373.22083
8591936,8593817,240.97768
8591936,8588845,407.47604
8591995,8595934,214.97563
8591995,8592068,484.74738
8591995,8595939,477.34888
8591995,8592114,452.0858
8592004,8501160:0:2,363.8231
8592004,8592001,342.20636
8592004,8592134,154.78488
8592004,Parent8501160,363.8231
8592004,8592041,331.9605
8592004,8591990,439.21594
8592004,8592098,358.72964
8592004,8592133,114.36248
8592004,8592010,343.62582
8592004,8592097,415.56772
8592004,8592096,293.5425
8592004,8592122,103.638145
8592004,8501160,363.8231
8592004,8592011,475.58093
8592004,8501160:0:1,363.8231
8592050,8501120:0:8,99.84084
8592050,8501181:0:1,359.1886
8592050,Parent8501181,359.1886
8592050,8501120:0:5,99.84084
8592050,8579254,352.99582
8592050,8592040,361.19833
8592050,8501120:0:3,99.84084
8592050,Parent8501120,99.84084
8592050,8592050:0:F,194.06259
8592050,8592050:0:H,0.0
8592050,8579253,244.25124
8592050,8591818,308.7819
8592050,8592020,353.54755
8592050,8501120:0:70,99.84084
8592050,8592027,453.6327
8592050,8501120:0:6,99.84084
8592050,8592050:0:C,0.0
8592050,8592050:0:D,0.0
8592050,8592072,401.55115
8592050,8501181:0:2,359.1886
8592050,8592052,303.24695
8592050,8501120:0:7,99.84084
8592050,8501120:0:1,99.84084
8592050,8501120,99.84084
8592050,8501181,359.1886
8592050,8592079,382.65692
8592050,Parent8592050,0.0
8592050,8501120:0:4,99.84084
8592074,8592009,303.04642
8592074,8591991,284.6592
8592074,8592051,253.23688
8592074,8591981,477.1649
8592074,8589523,373.5448
8592074,8579237,271.97464
8592074,8592038,282.6427
8592107,8501162,271.74353
8592107,Parent8501162,271.74353
8592107,8592094,400.96844
8592107,8592030,369.93546
8592107,8501162:0:1,271.74353
8592107,8592176,459.22205
8592107,8501162:0:2,271.74353
8592107,8591993,239.10426
8592107,8592187,247.51105
8592107,8592087,254.86218
8592107,8592181,467.99728
8592107,8592000,497.13458
8592110,8591983,250.92438
8592110,8592064,270.1545
8592110,8592075,166.15913
8592110,8592046,249.14871
8592110,8592005,254.88037
8592110,8592097,415.22574
8592110,8591989,457.30734
8592110,8592121,372.82846
8592110,8592044,434.69418
8592111,8592067,451.16022
8592111,8592085,237.9118
8592111,8592034,476.3854
8592111,8592132,137.85037
8592111,8592003,279.82712
8592111,8592076,452.94443
8592111,8592082,151.01266
8592111,8592116,449.08664
8592111,8592033,430.28036
8592111,8592047,351.80032
8592111,8592053,296.6155
8592111,8592059,443.58047
8592203,8592205,482.56464
8592203,8592212,498.21945
8592203,8592220,497.25012
8592203,8592222,400.08795
8592248,8591961,469.1955
8593845,8579235,294.70615
8593845,8587853,387.53348
Parent8518452,8592049,191.07657
Parent8518452,8518452:0:3,109.82214
Parent8518452,8518452:0:1,110.645325
Parent8518452,8510543,202.96436
Parent8518452,8518452:0:4,110.01182
Parent8518452,8592217,474.887
Parent8518452,8501209,283.72906
Parent8518452,8592103,325.0254
Parent8518452,8592179,392.98004
Parent8518452,8592105,391.2874
Parent8518452,8592215,478.65942
Parent8518452,8518452:0:2,109.688545
8501122:0:1,Parent8501122,49.31353
8501122:0:1,8593861,30.868025
8501122:0:1,8592164,291.72052
8501122:0:1,8592155,482.1273
8501122:0:1,8592162,455.04755
8501122:0:1,8501122:0:2,7.33007
8501122:0:1,8592160,297.33246
8501122:0:1,8592154,251.39452
8501162:0:1,8592173,327.7927
8501162:0:1,8501162,0.0
8501162:0:1,Parent8501162,0.0
8501162:0:1,8592124,359.65018
8501162:0:1,8592107,271.74353
8501162:0:1,8501162:0:2,0.0
8501162:0:1,8591993,280.13507
8501162:0:1,8592187,444.49194
8501162:0:1,8592087,455.72186
8501162:0:1,8592181,197.33751
8501207,8593844,479.3095
8501207,8592106,406.7897
8501207,8501208,409.0584
8501207,8592021,276.11813
8501207,8591990,292.75992
8501207,8592097,466.12164
8501207,8592022,369.85706
8501207,8592036,383.71558
8504177,8592141,369.84952
8504177,8579235,467.47833
8570164,8573634,415.40988
8570164,8507540,213.09071
8579235,8593845,294.70615
8579235,8504177,467.47833
8579256,8588434,368.2167
8579256,8588450,312.53497
8579256,8588449,427.9437
8579256,8592177,136.6087
8579256,8592171,380.10873
8579256,8593798,432.97754
8581914,8501117:0:3,73.827286
8581914,Parent8501117,37.143276
8581914,8595216,66.16995
8581914,8595217,406.98218
8581914,Parent8595216,66.16995
8581914,8501117:0:4,76.20572
8581914,8581918,281.64978
8581914,Parent8595214,285.7577
8581914,8595214,285.7577
8581914,8595214:0:1,285.7577
8581914,8501117:0:1,28.63666
8581917,8506907,324.75302
8581917,8506903,332.61108
8581917,8581920,406.69867
8581917,8581918,258.07385
8581917,8505529,461.56604
8581917,8506905,155.01337
8581917,8581921,481.16312
8587853,8593845,387.53348
8587853,8592140,442.36914
8588448,8595192,400.60535
8588448,8588450,319.60992
8588448,8588449,213.9132
8588448,8588447,309.1061
8591992,8592119,395.1253
8591992,8591980,379.41217
8591992,8592078,391.9616
8591992,8592094,460.905
8591992,8592032,175.14761
8591992,8592104,290.201
8591992,8591987,493.03647
8591992,8591984,484.9419
8591992,8591998,271.92422
8591992,8592057,315.71487
8591999,8592045,267.36514
8591999,8592129,357.72684
8591999,8591981,394.54852
8591999,8592083,320.50696
8591999,8592012,97.422035
8591999,8592190,316.64566
8591999,8510574,165.85406
8591999,8592196,473.60376
8591999,8592043,364.87308
8591999,8592123,465.5564
8592005,8591985,388.65662
8592005,8592064,378.01685
8592005,8592075,388.73895
8592005,8592046,210.78836
8592005,8592027,481.20782
8592005,8592110,254.88037
8592005,8592097,476.83374
8592005,8591989,386.01788
8592024,8591986,491.25095
8592024,8592040,373.84
8592024,8591985,210.97298
8592024,8592026,296.24435
8592024,8592027,244.70128
8592024,8592028,182.06227
8592024,8592052,352.82913
8592024,8592061,318.7417
8592025,8579245,230.87833
8592025,8592065,208.65381
8592025,8592112,397.6075
8592042,8588432,449.64746
8592042,8592126,448.91202
8592042,8591978,174.04921
8592042,8588431,367.66333
8592042,8592136,205.61052
8592042,8579255,245.86374
8592176,8592175,268.00876
8592176,8501163,186.4238
8592176,8592030,209.8934
8592176,8592107,459.22205
8592176,8592187,213.17067
8592176,8501163:0:1,186.4238
8592185,8592023,336.94098
8592185,8588434,208.54712
8592185,8588450,475.47394
8592185,8592191,186.89876
8592185,8592171,472.63284
8592185,8592183,409.17038
8595004,8595005,425.01874
8595004,8592055,124.979034
8595004,8592089,183.28061
8595004,8587357,275.78183
8595004,8593249,294.99435
8595004,8592092,357.7002
Parent8501118,8588838,64.03353
Parent8501118,8510721,331.03482
Parent8501118,8501118:0:5,181.70978
Parent8501118,8501118:0:3,179.58118
Parent8501118,8501218,417.50174
Parent8501118,8530749,82.168846
Parent8501118,8588983,56.405144
Parent8501118,8593866,384.38922
Parent8501118,8588839,260.42078
Parent8501118,8501118:0:4,180.2794
Parent8501118,8592202,374.1036
Parent8501118,8510421,415.84976
Parent8501118,8501118:0:1,178.39183
Parent8501118,8501118:0:2,179.17494
Parent8501118,8592214,472.0092
Parent8501118,8593869,199.89555
8501164,8501164:0:1,0.0
8501164,8501165,489.32828
8501164,8501165:0:2,489.32828
8501212,8594986,409.98383
8501212,8501213,496.22635
8501212,8594987,136.30777
8501212,8595602,432.42618
8501212,8501211,454.1879
8507540,8573634,266.63123
8507540,8570164,213.09071
8507540,8504178,471.6902
8510421,8588838,356.64273
8510421,8510721,426.55457
8510421,8501118:0:5,496.96426
8510421,8530749,383.1159
8510421,8588983,459.41943
8510421,8588839,158.64812
8510421,8592202,388.5891
8510421,Parent8501118,415.84976
8510421,8588840,307.38647
8510421,8592201,285.25833
8510421,8592214,103.69426
8510422,8592209,416.2166
8510422,8594987,418.5627
8510422,8595602,214.19165
8510422,8592218,390.43054
8510422,8595534,239.35269
8510526,8510525,297.2829
8510526,8588155,451.63397
8510526,8579231,318.9509
8510526,8591959,278.34253
8510526,8594988,352.98953
8510526,8510527,477.1029
8510526,8588156,286.1481
8570425,8557141,419.59998
8570425,8591904,265.7897
8587929,8592070,195.86545
8587929,8509491,158.00641
8589523,8591991,155.09122
8589523,8579254,313.95355
8589523,8510575,396.40466
8589523,8592051,330.81027
8589523,8590442,467.9499
8589523,8592074,373.5448
8589523,8592072,456.81244
8589523,8579237,282.60968
8591957,8591961,373.93396
8591957,8591948,367.80307
8591957,8591955,296.7632
8591957,8591960,226.85469
8591957,8588873,427.62103
8591959,8594890,344.5935
8591959,8510525,431.14838
8591959,8579231,485.7481
8591959,8510526,278.34253
8591959,8594988,442.93814
8592050:0:D,8501120:0:8,99.84084
8592050:0:D,8501181:0:1,359.1886
8592050:0:D,Parent8501181,359.1886
8592050:0:D,8501120:0:5,99.84084
8592050:0:D,8579254,352.99582
8592050:0:D,8592040,361.19833
8592050:0:D,8501120:0:3,99.84084
8592050:0:D,Parent8501120,99.84084
8592050:0:D,8592050:0:F,194.06259
8592050:0:D,8592050:0:H,0.0
8592050:0:D,8579253,244.25124
8592050:0:D,8591818,308.7819
8592050:0:D,8592020,353.54755
8592050:0:D,8501120:0:70,99.84084
8592050:0:D,8592027,453.6327
8592050:0:D,8501120:0:6,99.84084
8592050:0:D,8592050:0:C,0.0
8592050:0:D,8592050,0.0
8592050:0:D,8592072,401.55115
8592050:0:D,8501181:0:2,359.1886
8592050:0:D,8592052,303.24695
8592050:0:D,8501120:0:7,99.84084
8592050:0:D,8501120:0:1,99.84084
8592050:0:D,8501120,99.84084
8592050:0:D,8501181,359.1886
8592050:0:D,8592079,382.65692
8592050:0:D,Parent8592050,0.0
8592050:0:D,8501120:0:4,99.84084
8592072,8501120:0:8,437.97305
8592072,8501120:0:5,437.97305
8592072,8591991,338.59723
8592072,8579254,289.8549
8592072,8592062,484.01538
8592072,8501120:0:3,437.97305
8592072,8592051,274.2857
8592072,Parent8501120,437.97305
8592072,8592050:0:F,207.80923
8592072,8592050:0:H,401.55115
8592072,8591979,254.81636
8592072,8592020,208.87726
